Timestamp_ET,Pressure_cmH2O,EPAP_cmH2O
2026-03-14 00:38:23.000,5.8,5.8
2026-03-14 08:40:00.000,5.8,5.8
2026-03-14 08:40:13.000,5.8,5.8
