Timestamp_ET,Pressure_cmH2O,EPAP_cmH2O
2026-03-09 22:25:48.000,5.8,5.8
2026-03-10 00:10:38.000,5.8,5.8
2026-03-10 00:14:05.000,5.8,5.8
2026-03-10 06:21:55.000,5.8,5.8
